202,113,44,45
202,112,43,44
202,112,43,44
202,113,43,44
201,113,43,44
201,114,43,44
201,115,43,44
200,115,43,44
200,116,43,44
200,117,43,44
200,117,43,44
199,118,43,44
199,118,43,44
198,118,43,44
198,119,43,44
198,120,43,44
198,120,43,44
197,121,43,44
197,121,43,44
196,122,43,44
196,122,43,44
196,122,43,44
195,122,42,43
195,123,43,44
194,123,43,44
194,122,43,44
194,124,42,43
194,123,42,43
193,123,42,43
193,123,43,43
192,122,43,44
191,122,43,44
191,121,43,44
191,121,42,43
191,120,43,44
190,120,43,44
190,120,43,44
190,121,42,43
190,120,43,44
190,121,43,44
190,121,43,44
190,121,43,44
190,121,43,44
190,121,43,44
190,122,42,43
190,121,43,44
189,122,43,44
189,123,42,43
189,123,42,43
189,123,42,43
189,123,42,43
189,123,43,43
189,123,42,43
188,126,42,43
187,127,42,43
185,127,42,43
184,127,42,43
185,128,42,43
183,127,42,43
183,129,42,43
180,131,42,43
177,132,42,43
174,134,42,43
181,135,42,42
180,139,41,42
172,126,43,44
166,128,43,44
159,132,43,44
155,136,43,44
154,139,43,44
153,142,43,44
150,146,43,44
143,150,43,44
137,138,43,44
131,140,43,44
125,143,45,46
123,145,46,47
124,143,47,48
125,143,47,49
125,143,49,50
125,143,49,51
125,126,51,52
125,121,51,52
127,119,51,53
127,119,51,53
130,119,51,52
133,117,51,53
136,112,55,56
134,108,56,57
142,104,56,57
144,103,56,57
144,104,56,57
142,105,56,57
141,107,56,57
141,107,56,57
141,107,56,58
142,111,56,58
147,115,57,58
146,119,56,58
143,107,57,58
141,108,57,58
138,110,58,59
135,112,59,60
132,113,59,61
133,114,60,62
135,114,61,62
137,115,61,63
136,117,62,63
135,118,62,63
133,116,62,64
131,103,63,64
129,101,64,65
129,101,64,66
128,102,64,66
128,102,65,66
130,103,65,66
134,103,65,66
139,102,65,67
142,100,66,67
145,98,66,68
146,93,67,68
148,92,67,68
149,92,67,69
150,94,68,70
149,97,69,71
149,102,69,70
146,105,68,70
145,109,68,69
145,111,69,70
143,111,69,70
142,109,69,71
140,104,70,72
137,104,71,72
133,105,71,73
132,106,71,73
134,107,72,73
139,106,72,74
139,106,72,74
137,107,72,73
135,104,72,73
131,100,72,74
128,102,73,74
122,95,73,75
116,86,73,75
111,78,73,75
115,78,73,75
114,72,73,75
109,67,73,74
104,66,72,74
101,64,72,74
98,62,72,73
96,61,69,71
94,62,69,70
96,66,69,70
95,65,68,70
94,66,66,67
90,65,66,67
89,72,65,67
85,73,65,67
85,74,64,66
83,75,64,65
84,78,64,65
85,79,64,65
85,79,63,65
85,79,63,64
83,79,63,64
83,83,63,64
83,84,62,64
81,85,62,63
81,84,61,63
82,86,61,63
85,88,59,60
84,87,59,60
83,87,58,60
81,86,58,60
78,88,58,59
77,90,57,58
75,90,57,58
72,91,56,57
69,88,56,57
67,88,55,56
72,86,55,56
81,87,54,56
92,87,54,56
109,90,55,56
127,99,55,56
141,102,55,56
170,119,58,60
173,124,58,59
175,125,58,60
173,124,59,60
171,125,59,60
173,124,59,61
171,123,59,60
173,123,59,60
176,123,59,60
176,123,59,61
180,124,59,60
181,126,59,60
186,127,59,60
187,127,59,60
186,128,59,60
189,127,58,60
188,127,58,59
189,127,58,59
189,126,58,59
187,124,58,59
188,123,57,59
189,121,57,58
191,121,57,58
194,121,57,58
193,122,57,58
196,121,56,57
197,120,56,57
198,120,55,57
201,119,55,57
201,120,54,56
195,121,54,55
189,121,54,55
182,120,54,55
176,119,54,55
172,119,54,55
167,119,53,55
164,119,53,54
162,119,53,54
159,120,53,54
158,120,53,54
156,120,53,54
155,120,53,54
155,120,53,54
155,120,53,54
155,120,53,54
155,120,53,54
156,120,53,54
156,121,53,54
156,120,53,54
157,120,53,54
157,121,53,54
157,121,53,54
158,122,53,54
158,122,53,54
156,123,52,54
152,124,53,54
148,125,53,54
146,125,53,54
142,126,53,54
138,130,53,54
133,132,54,55
130,133,54,56
127,134,55,56
123,138,55,56
118,140,55,56
116,142,55,56
116,140,56,57
116,141,56,58
114,142,57,58
114,143,57,59
115,142,58,59
119,139,59,60
125,135,59,61
130,132,59,61
131,130,59,61
132,129,60,61
137,126,60,62
141,123,60,62
142,121,61,62
144,118,61,63
145,116,62,63
147,114,62,63
147,110,62,64
146,109,63,64
144,107,63,64
141,105,63,64
139,104,64,65
137,102,64,66
136,101,64,66
133,100,65,66
129,100,65,67
126,99,66,67
125,97,66,68
123,96,67,68
121,95,67,68
120,95,67,69
118,95,67,69
117,94,67,69
117,93,67,69
118,91,67,69
120,89,68,69
119,86,68,70
119,84,68,70
119,83,68,70
119,82,69,70
121,81,69,71
124,79,69,71
125,78,70,71
127,77,70,72
129,76,70,72
129,76,71,72
130,75,71,73
132,75,72,73
133,75,72,73
130,75,72,73
128,75,72,73
124,74,72,74
121,75,72,74
118,76,72,74
116,77,72,74
113,77,73,74
111,79,73,75
108,79,74,76
108,78,74,76
109,79,74,76
109,79,75,76
109,78,75,76
109,78,75,77
109,79,75,77
109,80,75,77
107,80,75,77
107,80,76,78
107,82,76,78
107,82,76,78
107,82,76,77
105,82,75,77
104,81,75,77
102,81,75,77
101,80,75,77
100,78,75,77
98,78,75,77
95,76,75,77
93,77,75,77
89,76,75,77
85,76,75,77
80,77,75,77
84,75,76,78
97,75,76,77
110,74,75,77
118,73,76,77
121,74,76,77
125,76,75,77
121,78,75,77
112,79,75,77
